time_of_day,location_type,incidents,streetlights,police_patrol,crowd_level,distance_from_home,risk_level
afternoon,rural,0,no,medium,high,2.05,Low
morning,rural,1,no,high,medium,1.03,Low
morning,isolated,3,no,medium,high,3.74,Medium
night,urban,4,yes,medium,high,2.99,Medium
afternoon,urban,10,no,high,low,4.43,High
morning,isolated,6,yes,low,high,3.79,Medium
night,isolated,1,yes,medium,low,4.62,High
morning,rural,7,yes,low,medium,4.5,Medium
morning,urban,6,no,high,high,2.41,Medium
afternoon,rural,10,yes,high,high,4.4,Medium
afternoon,rural,0,yes,low,low,0.54,Low
morning,urban,3,yes,high,low,1.3,Low
night,urban,2,yes,medium,high,0.75,Low
afternoon,isolated,8,no,high,high,0.74,Low
night,urban,2,yes,medium,low,4.45,High
night,urban,0,yes,low,high,2.37,Medium
afternoon,isolated,3,yes,medium,high,1.46,Low
afternoon,isolated,2,no,high,low,4.36,Medium
morning,urban,10,yes,medium,low,0.57,Medium
night,isolated,4,no,high,high,3.91,High
evening,rural,0,no,high,high,0.34,Low
morning,rural,3,yes,high,high,3.84,Low
evening,isolated,10,yes,medium,medium,1.56,Medium
evening,rural,2,yes,medium,medium,3.96,Medium
night,isolated,5,yes,high,low,1.17,Medium
morning,rural,7,no,low,low,4.89,High
night,urban,7,yes,medium,low,1.41,High
evening,rural,2,no,medium,medium,4.06,Medium
afternoon,isolated,6,yes,medium,medium,2.49,Medium
morning,urban,5,no,low,low,3.17,High
afternoon,rural,10,no,medium,medium,1.71,Medium
night,rural,0,no,medium,high,3.96,High
evening,urban,4,yes,low,high,3.73,Medium
morning,isolated,10,yes,medium,high,3.51,Medium
afternoon,rural,6,no,high,low,1.05,Medium
morning,urban,8,no,low,low,3.15,High
evening,urban,3,yes,high,medium,0.34,Low
morning,isolated,7,yes,low,medium,4.33,Medium
evening,rural,6,no,high,medium,3.36,High
night,urban,5,no,low,low,3.39,High
afternoon,urban,4,no,high,high,4.79,Medium
evening,rural,3,no,medium,medium,3.3,Medium
evening,urban,9,no,high,high,3.75,High
evening,urban,8,no,medium,medium,4.07,High
night,rural,1,no,medium,high,3.23,High
night,isolated,4,no,low,high,2.58,High
night,rural,10,no,high,low,1.55,High
morning,isolated,10,no,high,high,2.28,Medium
afternoon,isolated,7,yes,medium,medium,1.36,Low
afternoon,urban,1,no,high,high,4.3,Low
night,rural,8,yes,low,high,4.91,High
evening,rural,3,yes,low,medium,2.71,Medium
evening,rural,10,yes,medium,low,2.91,High
evening,isolated,7,yes,low,high,1.55,Medium
night,isolated,1,no,low,low,4.19,High
evening,rural,0,no,medium,medium,3.96,Medium
evening,rural,5,yes,medium,medium,3.63,Medium
morning,rural,7,yes,low,medium,0.35,Medium
evening,rural,3,no,medium,low,2.36,Medium
night,isolated,0,yes,high,low,3.36,Medium
afternoon,rural,0,no,medium,medium,3.21,Medium
night,rural,2,no,low,medium,0.67,High
morning,rural,1,no,high,medium,3.2,Medium
morning,rural,5,no,low,medium,0.52,Medium
afternoon,rural,8,no,high,low,4.61,High
night,isolated,1,no,high,low,1.74,Medium
morning,urban,9,no,low,high,0.53,Medium
afternoon,urban,8,no,high,high,2.84,Medium
morning,rural,0,no,high,medium,0.87,Low
afternoon,urban,3,no,high,high,2.07,Low
night,isolated,8,no,low,low,2.67,High
afternoon,isolated,4,no,medium,low,4.77,High
evening,urban,7,yes,high,low,0.64,Medium
evening,rural,8,yes,high,medium,2.12,Medium
morning,rural,3,yes,medium,low,0.43,Low
morning,rural,4,yes,high,medium,2.01,Low
morning,rural,7,no,medium,low,4.36,High
afternoon,rural,2,yes,low,high,0.64,Low
afternoon,urban,4,no,medium,high,4.4,Medium
morning,urban,9,yes,medium,medium,3.57,Medium
morning,isolated,1,no,high,low,2.03,Medium
afternoon,urban,6,yes,high,high,1.7,Low
night,urban,7,yes,low,low,4.53,High
evening,urban,0,no,medium,high,4.65,Medium
evening,isolated,1,no,low,medium,1.33,Medium
night,isolated,8,no,low,low,4.81,High
night,urban,1,yes,low,medium,4.12,High
night,rural,7,yes,high,low,0.25,Medium
evening,isolated,1,no,high,low,2.68,Medium
night,isolated,8,yes,medium,high,3.63,High
night,urban,2,yes,low,low,2.09,High
night,rural,2,yes,high,medium,1.54,Low
morning,urban,2,no,medium,medium,0.9,Low
night,urban,2,no,medium,low,1.61,High
morning,urban,2,no,high,high,3.45,Low
morning,urban,6,yes,low,high,2.84,Medium
night,isolated,0,yes,high,high,4.51,Medium
night,isolated,0,no,high,medium,3.81,High
evening,isolated,8,no,medium,low,2.5,High
night,rural,2,yes,high,high,0.61,Low
afternoon,isolated,7,yes,medium,low,2.5,Medium
evening,isolated,6,yes,high,high,0.72,Low
evening,rural,1,no,low,medium,3.77,High
afternoon,isolated,7,no,low,low,4.64,High
afternoon,rural,4,no,high,medium,2.27,Medium
afternoon,rural,3,no,medium,low,4.92,Medium
evening,rural,3,no,high,high,4.63,Medium
morning,urban,9,no,low,medium,2.18,High
morning,rural,6,yes,medium,low,4.22,Medium
morning,urban,2,no,high,high,4.14,Low
afternoon,isolated,1,no,high,medium,1.23,Low
morning,isolated,8,no,high,high,0.92,Low
night,isolated,8,no,high,low,4.19,High
night,isolated,7,no,medium,medium,2.48,High
evening,rural,2,no,medium,high,4.91,Medium
night,urban,9,yes,high,medium,3.12,High
evening,rural,8,yes,high,low,2.57,Medium
night,rural,9,yes,low,medium,0.73,High
evening,isolated,0,yes,low,high,1.23,Low
afternoon,urban,10,yes,high,low,4.18,Medium
evening,urban,7,yes,medium,high,4.36,Medium
afternoon,urban,7,no,high,medium,0.77,Medium
morning,isolated,4,no,low,high,0.92,Medium
evening,isolated,10,yes,medium,low,4.25,High
evening,rural,6,yes,medium,low,1.95,Medium
night,rural,8,yes,low,low,2.66,High
evening,rural,7,no,high,low,4.66,High
afternoon,rural,4,yes,low,low,3.23,Medium
morning,urban,0,no,high,medium,3.9,Medium
night,urban,9,no,low,low,2.85,High
night,isolated,4,yes,medium,low,1.64,Medium
afternoon,isolated,0,yes,low,medium,4.75,Medium
evening,urban,4,no,high,high,4.24,Medium
morning,rural,3,yes,medium,low,4.16,Medium
night,rural,1,yes,low,high,1.24,Medium
evening,rural,4,no,high,medium,1.8,Medium
evening,isolated,10,yes,high,medium,4.26,Medium
night,isolated,0,no,medium,medium,4.34,High
afternoon,isolated,2,no,high,high,3.44,Low
evening,isolated,2,yes,low,low,2.23,Medium
evening,isolated,9,no,high,medium,4.5,High
evening,rural,4,no,medium,low,1.64,Medium
night,rural,3,yes,high,medium,3.09,Medium
night,isolated,5,no,high,high,1.03,Medium
evening,isolated,0,yes,high,low,1.58,Low
afternoon,urban,2,yes,high,high,4.42,Low
morning,isolated,10,yes,high,medium,2.75,Medium
afternoon,urban,10,no,high,high,3.97,Medium
afternoon,urban,1,yes,high,medium,2.3,Low
night,urban,8,yes,high,high,1.81,Medium
night,urban,6,yes,low,medium,3.66,High
night,isolated,8,yes,medium,medium,4.54,High
night,isolated,6,no,low,medium,4.97,High
afternoon,isolated,1,no,high,low,3.47,Medium
night,urban,8,no,low,high,4.43,High
night,urban,5,yes,low,high,2.23,Medium
morning,isolated,8,yes,high,medium,3.06,Medium
morning,urban,1,no,medium,high,2.73,Low
morning,urban,5,yes,medium,high,3.52,Low
morning,isolated,8,yes,medium,high,0.51,Low
morning,rural,8,yes,medium,high,3.05,Medium
night,urban,0,yes,low,low,1.19,Medium
afternoon,urban,5,yes,medium,high,2.28,Low
evening,rural,0,yes,low,high,2.26,Low
evening,isolated,3,no,low,high,3.68,Medium
night,urban,5,no,medium,high,1.8,Medium
afternoon,urban,2,yes,medium,low,1.58,Low
afternoon,urban,10,yes,high,medium,0.81,Low
afternoon,isolated,0,yes,low,medium,3.19,Medium
morning,rural,7,yes,high,high,1.32,Low
afternoon,rural,1,no,low,low,0.46,Medium
evening,isolated,3,no,medium,high,1.05,Low
afternoon,urban,8,no,high,medium,4.98,Medium
evening,urban,8,no,low,low,3.96,High
evening,isolated,6,yes,medium,high,4.6,Medium
afternoon,rural,10,no,medium,low,2.19,High
afternoon,urban,8,yes,high,low,1.44,Low
morning,rural,0,no,high,medium,4.12,Medium
evening,urban,3,no,low,medium,0.37,Medium
night,isolated,9,yes,high,high,0.51,Medium
evening,urban,1,no,medium,low,2.78,Medium
night,isolated,8,yes,high,high,4.13,Medium
night,isolated,7,yes,high,medium,0.32,Medium
morning,rural,1,yes,high,medium,2.1,Low
evening,rural,8,yes,low,low,1.25,Medium
evening,isolated,7,no,high,medium,4.61,High
evening,isolated,4,no,low,high,0.29,Medium
afternoon,rural,10,no,medium,low,3.33,High
night,rural,7,no,low,low,2.69,High
night,isolated,8,yes,low,low,4.59,High
evening,urban,2,no,high,medium,0.29,Low
afternoon,urban,1,no,low,medium,3.98,Medium
evening,rural,7,yes,high,high,0.31,Low
evening,isolated,3,yes,low,medium,2.03,Medium
evening,isolated,5,yes,medium,medium,1.72,Low
afternoon,rural,3,yes,low,high,3.83,Low
afternoon,rural,7,yes,medium,low,4.14,Medium
night,isolated,8,no,medium,high,3.54,High
evening,isolated,8,yes,medium,medium,2.86,Medium
night,rural,8,no,low,medium,4.55,High
afternoon,isolated,8,yes,high,medium,0.99,Low
afternoon,isolated,9,yes,medium,high,2.36,Medium
morning,isolated,9,no,medium,high,4.25,High
morning,isolated,10,yes,high,medium,1.67,Low
evening,isolated,3,yes,high,high,2.75,Low
morning,rural,8,no,medium,medium,4.83,High
morning,rural,8,no,medium,low,2.03,High
morning,isolated,7,no,low,medium,1.51,Medium
night,rural,1,no,low,medium,1.5,High
night,isolated,7,yes,high,medium,4.14,High
night,urban,10,no,low,high,1.16,High
afternoon,urban,1,yes,high,medium,2.48,Low
evening,rural,6,yes,medium,high,2.75,Medium
afternoon,rural,10,no,medium,high,0.87,Medium
morning,urban,6,no,high,medium,4.37,Medium
evening,urban,6,yes,medium,medium,1.76,Medium
night,urban,8,yes,low,medium,0.51,High
afternoon,isolated,6,no,high,high,0.56,Low
evening,urban,9,yes,low,high,4.78,High
afternoon,isolated,6,yes,medium,low,1.93,Medium
morning,isolated,1,no,low,high,0.38,Low
night,rural,10,yes,high,high,3.75,High
evening,rural,8,yes,high,high,1.54,Low
morning,urban,8,yes,medium,high,0.24,Low
night,isolated,10,no,low,low,3.63,High
evening,isolated,4,no,medium,high,1.25,Medium
evening,urban,1,no,medium,low,0.4,Medium
night,urban,8,yes,medium,high,2.79,Medium
evening,rural,4,no,medium,low,0.83,Medium
evening,urban,4,yes,high,medium,3.36,Medium
evening,urban,9,yes,high,high,0.58,Low
afternoon,isolated,5,yes,medium,low,4.28,Medium
night,rural,8,yes,high,high,1.76,Medium
afternoon,isolated,3,yes,high,low,3.53,Low
evening,isolated,8,no,medium,high,4.89,High
evening,isolated,4,no,low,medium,4.13,High
morning,isolated,4,no,low,low,1.34,Medium
evening,isolated,8,no,high,low,1.3,Medium
evening,urban,2,no,medium,low,4.37,High
morning,urban,0,yes,low,low,1.66,Low
night,isolated,7,yes,low,high,3.76,High
morning,isolated,0,no,medium,high,1.38,Low
afternoon,urban,3,no,low,medium,0.21,Medium
evening,urban,4,no,low,high,1.96,Medium
afternoon,isolated,6,yes,low,low,1.93,Medium
afternoon,isolated,10,no,high,medium,2.66,Medium
night,isolated,9,yes,low,medium,0.44,High
morning,rural,6,yes,medium,high,1.95,Low
evening,isolated,9,no,low,low,2.65,High
evening,urban,7,no,high,low,3.27,High
night,urban,0,yes,medium,low,1.24,Medium
afternoon,urban,3,no,low,low,1.99,Medium
evening,urban,2,no,high,high,2.58,Low
evening,isolated,6,yes,low,low,1.23,Medium
night,rural,10,yes,low,medium,4.73,High
evening,isolated,0,yes,low,low,1.1,Medium
night,urban,9,yes,medium,medium,4.26,High
night,isolated,10,yes,medium,medium,3.45,High
afternoon,urban,3,yes,high,medium,0.49,Low
morning,urban,6,no,low,low,1.11,High
night,isolated,2,yes,medium,high,3.96,Medium
afternoon,urban,7,no,low,medium,3.96,High
morning,isolated,0,no,high,medium,2.21,Low
afternoon,isolated,9,no,medium,high,4.75,High
night,rural,10,yes,high,medium,0.33,Medium
afternoon,urban,10,no,low,low,2.66,High
morning,urban,3,no,high,medium,1.94,Low
afternoon,urban,4,yes,high,medium,3.64,Low
afternoon,isolated,7,yes,high,low,4.25,Medium
evening,urban,1,no,medium,low,3.67,High
afternoon,urban,10,yes,low,high,1.27,Medium
evening,rural,4,no,high,high,2.2,Medium
morning,isolated,2,no,low,medium,3.9,Medium
morning,isolated,6,no,high,medium,4.97,Medium
night,urban,1,yes,high,low,0.37,Medium
afternoon,isolated,8,yes,high,low,2.85,Medium
evening,rural,6,yes,low,low,4.33,High
evening,urban,2,yes,medium,low,2.98,Medium
morning,urban,4,yes,high,high,3.7,Low
morning,urban,2,no,low,low,0.54,Medium
morning,isolated,7,yes,medium,medium,2.67,Medium
morning,rural,6,no,medium,low,0.27,Medium
evening,isolated,9,no,medium,high,1.02,Medium
evening,isolated,7,no,low,high,0.75,Medium
night,isolated,6,no,low,high,1.43,High
evening,isolated,5,no,low,medium,2.05,High
night,isolated,7,no,medium,low,4.04,High
morning,isolated,10,no,medium,high,2.14,Medium
night,isolated,4,no,low,low,4.9,High
night,isolated,2,yes,medium,low,3.31,High
afternoon,rural,5,no,low,high,1.39,Medium
evening,rural,6,yes,medium,low,1.49,Medium
morning,rural,2,yes,high,low,2.57,Low
afternoon,urban,7,yes,medium,low,3.46,Medium
afternoon,rural,2,no,high,low,4.55,Medium
afternoon,urban,3,no,low,low,3.52,High
morning,urban,8,yes,high,low,4.48,Medium
evening,rural,3,yes,medium,high,3.15,Low
morning,urban,4,yes,low,medium,0.74,Low
morning,isolated,1,no,low,high,3.55,Medium
evening,urban,1,yes,medium,medium,2.21,Low
afternoon,rural,2,yes,high,high,0.9,Low
afternoon,urban,7,yes,medium,low,0.85,Medium
morning,urban,1,yes,low,high,4.42,Low
evening,isolated,10,no,low,high,2.84,High
afternoon,isolated,9,yes,medium,medium,4.2,Medium
morning,isolated,10,no,low,low,2.37,High
night,isolated,2,no,low,low,3.54,High
afternoon,rural,10,yes,medium,high,0.96,Low
morning,isolated,4,no,medium,high,3.06,Medium
morning,isolated,9,no,high,high,3.01,Medium
morning,isolated,3,no,low,high,4.43,Medium
afternoon,urban,9,yes,high,high,2.35,Low
afternoon,urban,9,yes,high,medium,3.88,Medium
morning,urban,3,no,high,high,1.5,Low
afternoon,rural,5,no,low,low,0.58,Medium
morning,isolated,7,no,high,low,2.1,Medium
morning,isolated,7,no,low,low,1.91,High
afternoon,rural,5,yes,high,medium,0.27,Low
morning,rural,5,no,medium,low,2.26,Medium
afternoon,rural,8,yes,medium,medium,3.8,Medium
morning,rural,9,no,low,high,1.14,Medium
afternoon,rural,0,yes,low,medium,4.35,Medium
morning,rural,9,no,medium,low,3.36,High
evening,urban,2,yes,high,medium,3.94,Low
night,isolated,9,yes,high,high,0.49,Medium
morning,rural,10,yes,medium,medium,2.15,Medium
evening,urban,7,no,medium,low,0.93,High
afternoon,urban,0,yes,low,low,3.92,Medium
evening,rural,4,yes,medium,low,0.83,Medium
afternoon,rural,0,yes,high,high,2.9,Low
afternoon,rural,8,yes,low,high,1.15,Low
evening,rural,9,yes,low,medium,3.94,High
night,urban,5,yes,low,high,0.9,Medium
morning,isolated,9,yes,low,medium,2.95,Medium
morning,isolated,10,no,medium,low,0.92,High
night,urban,5,yes,medium,low,4.98,High
afternoon,rural,9,yes,high,low,1.67,Medium
evening,isolated,0,yes,low,medium,0.22,Low
evening,rural,5,no,medium,high,0.83,Medium
night,isolated,1,yes,high,medium,3.17,Medium
morning,urban,6,yes,medium,high,3.62,Medium
afternoon,urban,8,yes,low,high,1.92,Low
morning,urban,1,no,high,medium,2.64,Low
evening,rural,1,yes,high,high,4.39,Low
morning,isolated,7,yes,low,high,4.01,Medium
afternoon,urban,1,no,high,low,4.2,Medium
evening,rural,6,yes,low,high,1.63,Medium
morning,rural,4,no,medium,low,2.27,Medium
morning,rural,0,no,high,low,2.42,Medium
evening,isolated,8,no,high,low,2.04,High
evening,urban,2,no,high,high,4.29,Medium
night,isolated,0,no,medium,medium,1.68,Medium
afternoon,urban,7,yes,medium,medium,1.96,Low
evening,rural,6,yes,low,low,1.43,Medium
morning,rural,6,no,low,low,3.78,High
evening,rural,10,yes,medium,low,2.29,High
afternoon,isolated,5,no,low,low,1.24,Medium
afternoon,isolated,10,yes,high,medium,3.16,Medium
afternoon,urban,0,yes,high,high,2.63,Low
night,urban,10,yes,high,high,2.19,Medium
evening,isolated,8,no,high,low,4.14,High
evening,isolated,1,yes,high,medium,3.62,Low
afternoon,isolated,2,yes,low,low,0.85,Low
evening,isolated,7,no,medium,medium,2.37,High
afternoon,isolated,10,yes,low,low,0.71,Medium
afternoon,rural,4,no,medium,high,3.9,Medium
evening,urban,2,yes,low,medium,4.42,Medium
afternoon,isolated,6,no,low,medium,1.32,Medium
afternoon,isolated,10,no,low,high,1.51,Medium
afternoon,urban,10,yes,high,medium,2.28,Medium
afternoon,rural,3,yes,low,high,2.65,Low
morning,rural,2,yes,low,medium,3.21,Medium
morning,urban,8,yes,medium,high,2.83,Low
afternoon,urban,9,no,high,high,1.5,Medium
morning,urban,7,yes,low,high,0.3,Low
night,isolated,6,no,high,medium,0.68,High
night,rural,1,yes,medium,low,1.77,Medium
evening,isolated,7,no,medium,high,2.01,Medium
morning,isolated,10,yes,medium,medium,1.21,Medium
night,rural,7,no,low,low,4.73,High
evening,rural,10,no,high,medium,3.36,High
morning,isolated,6,yes,medium,high,2.39,Low
night,isolated,7,yes,low,low,4.92,High
night,isolated,7,yes,low,medium,2.91,High
morning,isolated,2,yes,high,high,2.57,Low
evening,urban,2,no,high,low,3.74,Medium
morning,isolated,0,yes,medium,low,2.06,Low
morning,urban,1,yes,high,low,3.38,Low
night,rural,4,no,high,low,1.89,High
evening,urban,5,no,medium,low,1.93,Medium
night,urban,7,yes,low,high,4.61,High
afternoon,rural,10,no,high,low,1.15,Medium
afternoon,urban,10,yes,high,low,2.82,Medium
morning,rural,9,yes,high,high,2.81,Low
evening,urban,6,no,high,low,0.49,Medium
night,rural,7,no,low,high,2.93,High
morning,urban,5,no,medium,low,3.74,High
night,isolated,4,yes,low,medium,3.1,High
afternoon,rural,10,no,low,high,1.77,Medium
afternoon,rural,6,yes,high,low,2.74,Medium
night,rural,5,yes,high,high,2.87,Medium
morning,urban,2,yes,low,medium,4.92,Medium
afternoon,rural,8,yes,medium,low,2.91,Medium
afternoon,urban,6,yes,high,high,2.55,Low
morning,rural,5,yes,low,medium,2.04,Medium
morning,urban,3,no,high,medium,0.37,Low
afternoon,isolated,8,no,high,medium,1.13,Medium
evening,isolated,8,yes,high,high,0.38,Low
night,urban,9,yes,medium,high,4.87,High
morning,urban,9,no,high,low,1.78,Medium
morning,rural,8,yes,low,medium,0.71,Medium
night,isolated,6,yes,low,low,3.91,High
night,rural,6,yes,high,high,1.08,Medium
afternoon,isolated,8,no,high,low,3.98,High
night,isolated,6,yes,high,medium,4.53,High
night,isolated,2,yes,high,high,2.13,Low
night,rural,5,yes,low,high,4.3,High
morning,rural,10,yes,medium,low,3.35,High
evening,isolated,6,no,low,low,4.23,High
afternoon,rural,0,no,medium,medium,2.07,Medium
night,isolated,4,no,medium,low,3.05,High
night,isolated,8,no,medium,low,3.81,High
morning,rural,5,yes,medium,high,0.48,Low
evening,urban,2,yes,high,high,2.49,Low
afternoon,rural,9,yes,low,medium,4.45,High
evening,rural,6,no,high,low,1.71,Medium
afternoon,rural,0,yes,low,low,4.44,Medium
morning,rural,0,no,low,medium,3.73,Medium
afternoon,isolated,2,yes,high,medium,2.19,Low
morning,rural,9,no,high,medium,2.71,Medium
night,urban,3,yes,medium,medium,2.14,Medium
morning,urban,1,yes,medium,medium,1.04,Low
evening,urban,8,yes,low,medium,0.94,Medium
evening,rural,9,yes,high,low,3.19,High
afternoon,rural,3,no,low,high,0.49,Low
night,urban,10,yes,high,medium,3.72,High
night,isolated,4,no,high,medium,3.77,High
afternoon,isolated,3,yes,medium,medium,2.04,Low
morning,urban,8,no,medium,medium,0.36,Medium
night,rural,9,no,high,medium,2.58,High
night,rural,10,no,low,medium,0.86,High
night,rural,2,yes,high,low,2.13,Medium
morning,urban,10,no,high,low,3.11,High
evening,rural,10,yes,medium,medium,2.16,Medium
night,isolated,3,yes,medium,low,0.95,Medium
afternoon,isolated,0,no,high,medium,4.79,Medium
evening,rural,5,yes,high,low,4.91,Medium
night,rural,5,yes,high,high,2.01,Medium
afternoon,urban,7,no,high,medium,3.72,Medium
afternoon,urban,6,yes,medium,medium,0.46,Low
afternoon,urban,8,no,low,medium,2.86,High
morning,isolated,5,yes,low,low,3.72,Medium
evening,isolated,4,no,low,high,2.34,Medium
night,isolated,9,no,high,low,4.5,High
morning,rural,5,no,high,low,2.52,Medium
evening,urban,1,yes,medium,high,3.47,Low
afternoon,rural,7,no,low,medium,0.83,Medium
night,isolated,5,yes,high,medium,3.86,Medium
morning,isolated,10,yes,medium,high,3.05,Medium
night,urban,3,no,low,medium,0.82,High
evening,rural,10,yes,medium,medium,0.36,Medium
afternoon,isolated,2,yes,low,high,3.99,Low
night,rural,10,no,high,medium,3.6,High
afternoon,urban,8,yes,medium,low,0.76,Medium
morning,isolated,10,no,medium,low,4.41,High
evening,urban,2,no,high,high,0.84,Low
morning,rural,6,no,high,high,4.59,Medium
morning,urban,8,yes,high,high,2.76,Low
evening,isolated,3,no,low,high,3.76,Medium
evening,urban,7,no,low,medium,3.64,High
evening,rural,7,no,low,medium,1.1,High
night,isolated,1,no,high,high,0.3,Medium
night,urban,3,yes,high,medium,1.38,Low
night,rural,10,no,medium,medium,1.25,High
afternoon,rural,6,no,high,medium,3.97,Medium
evening,rural,6,no,medium,low,1.64,High
night,isolated,6,no,low,medium,2.97,High
night,isolated,0,no,high,medium,1.68,Medium
morning,rural,3,yes,high,medium,1.91,Low
evening,urban,4,yes,low,medium,4.06,Medium
night,rural,4,yes,high,medium,1.59,Medium
morning,urban,9,no,high,high,3.55,Medium
night,isolated,3,no,low,low,1.32,High
night,rural,2,yes,low,low,2.26,High
night,urban,9,no,low,high,4.25,High
afternoon,urban,5,no,low,low,2.84,High
night,rural,6,no,medium,high,4.92,High
evening,urban,9,no,medium,low,2.66,High
evening,urban,10,yes,low,medium,4.03,High
night,urban,8,yes,high,low,3.86,High
evening,urban,0,yes,medium,high,3.99,Low
night,isolated,7,no,low,low,1.2,High
morning,urban,4,yes,low,high,4.17,Medium
afternoon,rural,2,no,low,medium,3.29,Medium
afternoon,rural,4,no,medium,low,2.96,Medium
evening,rural,9,no,medium,low,0.44,High
afternoon,urban,7,no,high,medium,4.21,Medium
night,urban,3,yes,low,high,4.06,Medium
morning,urban,4,no,medium,medium,4.3,Medium
night,isolated,3,yes,high,low,2.36,Medium
evening,urban,2,yes,medium,high,4.11,Low
night,isolated,8,yes,medium,medium,4.49,High
afternoon,rural,2,no,high,high,1.78,Low
afternoon,isolated,8,yes,medium,low,1.17,Medium
evening,isolated,0,no,high,low,2.89,Medium
afternoon,urban,1,yes,high,low,2.95,Low
morning,urban,7,yes,low,medium,3.85,Medium
evening,urban,5,yes,high,medium,3.33,Medium
night,rural,2,yes,low,low,0.74,Medium
afternoon,urban,7,yes,high,high,4.97,Low
night,rural,3,no,low,high,1.04,Medium
evening,rural,1,no,high,low,3.41,Medium
morning,urban,8,no,low,medium,4.23,High
morning,isolated,1,yes,high,low,0.51,Low
evening,isolated,10,yes,high,low,1.16,Medium
night,urban,5,no,low,low,1.29,High
night,rural,0,no,low,high,0.78,Medium
evening,isolated,7,yes,high,high,1.04,Low
evening,rural,3,no,low,high,3.51,Medium
morning,rural,8,yes,medium,medium,4.77,Medium
morning,rural,9,yes,high,high,4.05,Medium
morning,rural,6,no,low,high,0.27,Medium
morning,urban,3,no,high,high,1.15,Low
evening,rural,0,yes,low,medium,0.98,Low
night,urban,5,no,low,low,0.3,High
evening,isolated,5,no,high,medium,0.36,Medium
afternoon,isolated,3,yes,low,low,3.45,Medium
evening,urban,7,no,medium,high,0.79,Medium
afternoon,rural,1,no,high,low,3.17,Medium
afternoon,isolated,2,no,low,medium,3.06,Medium
night,rural,10,yes,high,medium,4.99,High
night,rural,9,no,medium,medium,3.14,High
afternoon,rural,1,no,medium,low,1.65,Medium
night,urban,7,no,medium,low,4.08,High
morning,rural,4,no,high,low,1.22,Medium
evening,isolated,3,yes,medium,high,1.25,Low
morning,urban,4,yes,high,high,4.25,Low
night,isolated,7,yes,high,medium,3.74,High
morning,urban,5,yes,medium,medium,0.36,Low
morning,urban,6,no,medium,low,4.34,High
afternoon,rural,10,no,medium,low,3.13,High
afternoon,rural,5,no,high,high,0.69,Low
afternoon,isolated,9,yes,high,medium,1.52,Low
afternoon,isolated,7,yes,high,high,3.22,Low
afternoon,rural,2,yes,low,low,0.32,Low
morning,isolated,6,no,medium,medium,1.4,Medium
afternoon,isolated,7,no,high,low,1.49,Medium
afternoon,isolated,2,no,high,high,1.54,Low
evening,urban,1,yes,high,medium,0.84,Low
afternoon,rural,6,yes,medium,high,3.05,Medium
evening,rural,8,yes,low,medium,4.36,High
night,isolated,9,no,low,medium,2.83,High
night,isolated,0,yes,medium,high,4.2,Medium
night,urban,3,yes,low,high,4.64,Medium
evening,isolated,1,yes,low,medium,0.32,Low
afternoon,isolated,2,yes,high,medium,2.45,Low
evening,urban,0,no,low,medium,2.53,Medium
afternoon,rural,1,no,medium,low,2.12,Medium
evening,urban,2,yes,medium,low,4.65,Medium
morning,rural,9,no,low,high,1.53,Medium
night,urban,3,yes,medium,low,2.94,Medium
morning,isolated,3,yes,high,high,2.95,Low
night,isolated,3,no,high,medium,2.47,Medium
night,isolated,7,no,low,medium,1.12,High
evening,rural,5,yes,medium,high,3.49,Medium
night,rural,5,no,low,high,1.49,High
afternoon,rural,9,yes,medium,low,3.46,High
afternoon,rural,5,yes,high,medium,3.02,Low
night,rural,5,no,low,medium,2.9,High
evening,isolated,5,no,low,high,4.02,High
night,isolated,5,yes,medium,low,0.86,Medium
afternoon,urban,9,no,medium,medium,2.36,High
evening,isolated,6,no,low,medium,1.31,High
afternoon,urban,1,yes,low,high,1.82,Low
evening,urban,8,yes,medium,medium,1.64,Medium
morning,urban,7,no,high,low,4.99,High
evening,rural,9,no,high,low,4.91,High
evening,isolated,2,no,low,medium,3.99,High
afternoon,urban,7,yes,medium,high,1.4,Low
evening,isolated,6,no,low,high,4.08,High
night,isolated,10,yes,medium,low,3.29,High
afternoon,isolated,0,yes,medium,high,3.3,Low
night,rural,2,no,high,medium,2.35,Medium
afternoon,urban,6,no,high,low,4.7,High
morning,urban,5,no,low,high,2.74,Medium
afternoon,isolated,7,yes,medium,medium,1.45,Low
night,urban,9,yes,medium,medium,1.39,High
night,urban,9,no,high,high,0.74,High
night,urban,7,no,high,high,1.11,Medium
afternoon,rural,2,yes,high,low,2.61,Low
morning,rural,9,no,high,low,0.75,Medium
night,urban,4,yes,medium,medium,3.93,High
morning,rural,4,yes,high,low,3.39,Medium
morning,rural,9,yes,low,low,2.0,Medium
evening,isolated,0,yes,high,low,1.13,Low
evening,rural,4,yes,medium,high,2.23,Low
evening,rural,6,yes,medium,medium,3.25,Medium
evening,rural,7,no,high,medium,4.9,High
evening,rural,5,yes,low,low,0.33,Medium
evening,isolated,3,no,medium,medium,0.82,Medium
morning,rural,10,no,low,high,4.72,High
night,rural,9,no,low,high,4.92,High
evening,rural,4,yes,low,high,1.4,Low
afternoon,isolated,1,yes,low,medium,2.94,Low
night,urban,1,no,high,medium,3.81,High
night,isolated,1,yes,medium,low,2.01,Medium
morning,rural,1,no,high,low,3.96,Medium
night,urban,1,no,high,high,1.44,Medium
